,0
169,"Roosevelt once said, ""The future belongs to those who believe in the beauty of their dreams"". Surya's new movie Soorarai Pottru can be handily deciphered using that quote.Well, the story is loosely based on the life of G.R Gopinath, the founder of Simplifly Deccan, formerly known as Air Deccan. But the story penned by Sudha Kongara took the liberty of changing the whole atmosphere to suit the cinematic language, where Gopinath became Maaran along with the portrayal of other characters.The story is no different from the usual inspirational movies that garner the viewer's appreciations. The story goes like this. A man from the lower section of society tries to achieve his dream, and while striving to make it a reality, he had to follow a path of thorns and sharp stones. Yes, it's the same old story.However, the characters are strong and their profundity makes the movie engaging. The stellar performances from the likes of Surya, Aparna, Urvashi, Paresh, Mohan Babu and many others take the movie to another level. The music by GVP is also worth mentioning. The soul of the movies like this finds the way with tunes like this.The presence of bold female characters and depictions of lower Indian society tries to talk more than the story of a person trying to fly high. Certain caricatures like Ballaiyya (Vijay Mallya) and the likes of many others are in the movie.Since the movie is loosely based, let's say that these characters are arranged for enhancing the cinematic experience. Wait, there is a scene from one of these characters that give goosebumps. Watch the movie and experience it. Let's keep it a secret.Apart from prominent features, I felt a lack of WOW factor at times. Especially, the climax should be more worked in that way. But Sudha's version went for melodrama in those places. As mentioned earlier, this story is meant to be an inspirational one, and when such a story is presented on-screen it should be able to provide in full with horripilation. But that was missing from the climax.Meanwhile, when we look at the bigger picture the movie as a whole is thought-provoking and enthralling that compels the viewers to experience the hardships that Maaran confronted in his way to achieve his dream.This is a movie that deserved a theatrical release. Sudha Kongara's directorial debut provided a quality OTT release among the likes of many who provided lacklustre experiences to the viewers. As a fan of the OTT platform, I expect much more quality movies to reach the comfort of our home."
170,"This film is completely different from what we have seen in Kollywood. Suriya's acting in this film was the best. Female lead Aparna will get more chances in coming days. GVM music was best in few scenes especially flight scene in the beginning. Villain role perfect. No fight scenes but still the movie was thrilling n gripping throughout the movie. Worth watching. Hope Suriya will take up this kind of story in future .
Flying High"
171,This movie is inspiration and very realistic acting for the Surya and all cast performance and heart touching scenes
172,Surya acting veralevel😊 direction awesome. Bgm good background score
173,Must watch. It's an super acting of suriya and Aparna. Supr direction
174,"Sooraraipottru Revolves around the character maara who dared to achieve his dream by breaking all his barriers.suriya given life to the character maara and lived like maara .The story is so inspirational because the whole movie is based on the biopic of captain G.r gopinath.Aparna and Urvashi done their best .
The music is the finest thing of the movie
Perfectly done by g.v prakash .All other characters who portrayed maara's friends also done their job best . Sudha kongara the director is the sole of the movie."
175,Very well written and directed. Amazing casting esp the lead actress.. its a must watch ..
176,"The man who was stuck in a role in varanam aaiyram for several years is finally out of it. Delivers class acting.
Sudha nailed it as a director, she crafted every frame to say the least.
Aparna should win a national award specially if she has dubbed for herself.
BGM score is elevating the movie, right level and right mixture.
All the characters gets at least a scene to prove, and they have all done it.
The movie may differ slightly from the facts but this the right story to be told."
177,I think the govt of india really wants to give an national award for best movie and for best actor . Its not just a movie it is an inspirational emotion . we are proud to have a actor like suriya sir
178,Loved the movie 👏👏👏😍😍😍.. thank you sudhakongra...and suriya anna.. love u both
179,"Beginning, ending, pacing, dialogue, editing, cinematography, camera work, costume design etc. had done their best to make this movie ""Nothing better than this Soorarai Pottru"""
180,Dont dont miss this incredible masterpiece and I could proudly say that this one is the best of 2020 no other OTT released film could surpass this one
181,This film shows how you make biopic.. Surya and aparna chemistry is good..
182,So far one of the best Tamil movies to be released this year. Truly inspiring.
183,"Must worth watching movie , emotionally touched, sudha ma'am nailed it.suriya sir acting screen present awesome.other actor's doing their job very well, especially aparna and urvasi ma'am
Suriya sir hard work never fail"
184,Absolutely in awe with suriya's performance ... Best comeback ever
185,"This not a movie. It's a dream of middle class Indian youths, Who Want to achieve.
It's biography with some masala of Capt. Gopinath.
Sudha gave 💯 justice to his story. Mara is Gopinath. Angry young man.
Aishwarya what character yaar. Every aspiring men's dreamgirl. If this kind of women in our life. We can smash our bad fate. We can help write the fate of this world.
Especially, the scene when mara refuse to sell his airlines. Literally I shed drops of tears when ""SAAPTLA VISHAM VACHITIYA"" scene"
186,Simply Fly Soorarai Pottru this will be one masterpiece in biopic. Breaking the class of barrier. what an amazing variations from Shriyanga.
187,"Absolutely loved every moments, wholesome content."
188,"I'LL KEEP MY REVIEW SHORT AND CLEAR.
Bollywood. Please learn from south Indian film industry on how to make films on biography. In other words, learn how to make movies from them."
189,"This is a best you could ever watch. Dream High untill you reach the Sky. Well Scripted and Executed. Director at her best. Suriya's acting is a Life time performance.Just Watch the Cult Classic movie. Its not a one time watchable movie, it has many details.
One WORD. ""MASTERPIECE"""
190,"Soorarai Pottru / Praise the Brave.
Easily the best of 2020, this is not just another film. This is a masterpiece. Based on Captain Gopinath and his struggle to launch Air Deccan, the cheapest airlines in the world against the tycoons that have been pumping profit into their pockets with their airline business.
This film is a rare gem that has nailed every aspect.
Surya, after a long gap returns and he does it with such a bang. He does take you on a rollercoaster ride, makes you cry and makes your blood boil.
Aparna Balamurali finally gets something to show off her ability. The character she plays is not just another woman character to romance the lead. She is a pillar that props up the lead. The other pillar? The mother, played by the great Urvashi.
Karunas, Vivek, Krishna Kumar, Gnanasambandham have been incredible. No matter how short the roles are,they do make an impact in the story, perhaps guide the protagonist and support him in his journey.
Mohan Babu as Naidu was a pleasant addition. Adding goosebumps when the protagonist lose all hopes.
Paresh Rawal- in his Tamil debut- does a brilliant job as the ruthless cunning antagonist.
Vijay Kumar- the dialogue writer- deserves an applause- every line was fuel to the fire that burns up in veins of viewers.
Sudha Kongara- the director- shows us she can make biopics that can give you goosebumps, a film that you ll remember, a story that can inspire you to dream the impossible, a movie that engages you for two and a half hours without letting your attention go astray."
191,One of the finest movies ever made in india. Suriya's acting is unbelievable. He is nailed it in each scenes.
192,"It is nothing less than Director Sudha mam's gameplay! Actors - everyone acted as like a competetion event! Also competetion is tooo terriffic.
Love,Passion,Friendship,Care everything was crafted and it came out beautifully! One of the best in Surya's career! I repeat one of the best!"
193,Excellent Movie. Everybody acted very well in the movie. Songs and BGM in the movie were excellent. The movie was so interesting and thrilling. This is one of the Best Tamil Movie of 2020. Excellent Movie.
194,"Plus PointsSuriya gives one of his career-best performances with this film. The intensity which we have been missing in Suriya's recent performances is brought back superbly by the star actor. From scene one, Suriya is magnificent as the restless soul who wants to fulfill his dreams. Be it in the interval scene where his dream is shattered or the climax episode, where he goes through a roller coaster of emotions, Suriya steals the show and will arrest you with his performance.One of the biggest pillars of the film is the heroine Aparna Balamurali. She gives solid support to Suriya and plays the doting wife's role supremely well. The way she looks, expresses her emotions, and showcases solid chemistry with Suriya is the major asset of the film. Mohan Babu does not have much screen time but in the three scenes he gets, the legendary actor impresses and brings depth to the film.One can not forget the emotional aspect of the film. Sudha Kongara's writing is so strong that every emotion works in the film. The husband-wife angle, mother-son relationship, and conflict between Suriya and Paresh Rawal, all these episodes have gripping emotions.Paresh Rawal is classy in his role and brings a lot of depth to the film. The production design is solid and visuals of the bygone era have been showcased in a superb manner. The film is filled with several goosebump oriented scenes and will impress you with its engaging narration.
Minus PointsThe film runs on a very serious note and that is the reason some of the regular audiences who expect something from Suriya will be disappointed. Also, the pace of the film is a bit slow as the story unfolds leisurely and in detail. The first ten minutes post interval becomes dull with too much melodrama. There are no special twists or turns in the story and the proceedings are straightforward.Technical AspectsThis film is super strong in terms of its technical Aspects. Music and BGM are a major plus as GV Prakash fills life into the proceedings. The camerawork is astonishing as the village set up and aviation backdrop are showcased nicely. The VFX used for the film is also top-notch. Satyadev dubs for Suriya and it takes at least ten minutes for you to adjust to his voice. But once that is done, Satyadev does so well. The lyrics, Telugu dubbing, and costume design, everything falls in place perfectly.Coming to the director Sudha Kongara, she has proved her worth once again. The manner in which she mixes facts with nice fictional elements was so good to see. Sudha stays true to the emotions and showcases gritty drama which is the biggest highlight of the film. She makes us root for Suriya's character right through the film and this is where you get connected to the emotions of a man who dreams big and shows how things are achieved.
VerdictOn the whole, Aakasam Ne Haadu Ra is one of Suriya's best performances to date as he lives in his role and takes us on a roller coaster of emotions. The setup, amazing performances, superb production values, and engaging drama light up the screen from scene one. Barring a slightly slower pace, this is one of the very well made films in recent times and makes up for an inspiring watch. Don't miss it."
